ID,ITEM,COMMON_NAMES,ENGLISH_NAME,CONTENT_DESC,DISPOSAL_RATE,PER_PORTION_WEIGHT,FOOD_TYPE,DATA_TYPE
P1100202,無蛋沙拉醬(2021年取樣),NA,Eggless salad dressing,混合均勻(沙拉油、釀造糯米醋、鹽、乳清蛋白等),0,0,調味料及香辛料類,樣品基本資料
D0800102,北蕉(5月取樣),"香蕉,芎蕉,弓蕉,甘蕉",Banana,"生鮮,去皮,混合均勻打碎",38.1,162,水果類,樣品基本資料
I01101,牛肉火鍋片平均值,NA,NA,"生,冷凍產品,混合均勻打碎",NA,19.3,肉類,樣品平均值
D0800104,北蕉(11月取樣),"香蕉,芎蕉,弓蕉,甘蕉",Banana,"生鮮,去皮,混合均勻打碎",35.5,95,水果類,樣品基本資料
K0120802,雞滷蛋黃(浸泡隔夜),NA,Hen's egg yolk: stewed,"熟,將水煮蛋加醬油與一次水各2L,以小火煮約2小時,以原滷液浸泡隔夜,撈出瀝乾,取蛋黃均質",NA,15,蛋類,樣品基本資料
B0100205,山藥(中國長品),"山芋,山薯,田薯,薯蕷,長薯;淮山(加工後)",Chinese yam: Tong-Gwo-Taang-Piin,"生鮮,去皮,混合均勻打碎",15.8,1399,澱粉類,樣品基本資料
I0520801,鴨舌,NA,NA,"生,去骨,混合均勻打碎",8.3,12,肉類,樣品基本資料
J0411301,黑斑海緋鯉,"秋姑,鬚哥,黑點秋哥/外海秋哥(澎湖)",Sidespot goatfish; Sidedspot goatfish; Spotted goatfish; Whitespot goatfish; Blackspot goatfish,"生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",55,0,魚貝類,樣品基本資料
J0415801,雙線鬚鰨,"牛舌,龍舌,扁魚,皇帝魚,比目魚",Patterned tongue-sole; Doublelined tonguesole; Double-lined tongue sole; Fingerlip tonguesole; Fringelip tonguefish,"生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",48,0,魚貝類,樣品基本資料
J0407701,藍圓鰺,"硬尾,廣仔,甘廣,四破,巴攏,金鼓,吧弄,巴弄/孔仔(澎湖)",Round scad; White-tipped mackerel scad; Whitetip scad; Deep-bodied round scad; Japanese scad; Mackerel scad,"生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",49,91,魚貝類,樣品基本資料
J0402901,狗母魚(蛇鯔),"狗母梭,狗母",Lizardfish; Dog-head fish,"生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",56.1,0,魚貝類,樣品基本資料
B0100213,山藥(高田),"山芋,山薯,田薯,薯蕷,長薯;淮山(加工後)",Chinese yam: Gau-Tyan,"生鮮,去皮,混合均勻打碎",23,478,澱粉類,樣品基本資料
Q2200201,香草冰淇淋,NA,Ice cream: vanilla flavor,混合均質,NA,0,糕餅點心類,樣品基本資料
Q6900201,羊乳片,NA,Goat milk tablet,混合均勻打碎(生羊乳等),NA,9,糕餅點心類,樣品基本資料
A0320405,高筋麵粉(2021年取樣),強力粉,High-gluten flour,"生,混合均勻",0,166,穀物類,樣品基本資料
E3000104,甘藍(圓球形)(2021年取樣),高麗菜,Cabbage,生鮮，去腐葉混合均質,10,1782,蔬菜類,樣品基本資料
R5100201,切片火腿(牛肉),"三明治火腿,火腿片",Beef: sandwich meat,"熟,牛肉火腿,混合均勻打碎(牛肉,鹽,胡椒,黃豆蛋白,澱粉等)",NA,21,加工調理食品及其他類,樣品基本資料
R5300402,雞肉香腸(小),NA,"Chicken: sausage, small","生,雞肉香腸,混合均勻打碎(雞肉,鹽,糖,油脂,調味料,食品添加物等)",NA,15,加工調理食品及其他類,樣品基本資料
I9900101,虎皮蛙,"虎斑蛙,虎紋蛙,水雞,田雞,台灣青蛙",Frog; Chinese bullfrog,"生,人工養殖,去頭,去皮,去骨及內臟,混合均勻打碎",81,0,肉類,樣品基本資料
J2100601,相模後海螯蝦,"相模角蝦,小龍蝦,鐵甲蝦,角蝦,蝦猴",Sagami lobster,"生,去殼,去頭尾及腸泥,混合均勻打碎",64.1,0,魚貝類,樣品基本資料
J2101601,螳螂蝦,"蝦蛄,蝦猴,蝦姑仔,攋尿蝦(常誤寫為瀨或賴)",Edible mantis shrimp,"生,去殼,去頭尾及腸泥,混合均勻打碎",67.6,0,魚貝類,樣品基本資料
J0403901,石狗公,"石頭魚,獅甕(澎湖),紅鱠仔",Rockfish; Scorpionfish; Filefish,"生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",70,0,魚貝類,樣品基本資料
P1004201,辣豆瓣醬,NA,NA,"混合均勻打碎(辣椒,黃豆,醬油,麻油,鹽,糖,調味料等)",NA,0,調味料及香辛料類,樣品基本資料
C0205101,松子仁(生),NA,Pine-seed: raw,"生,混合均勻打碎",NA,0,堅果及種子類,樣品基本資料
P1003201,辣椒醬,NA,Hot sauce; Chili sauce; Pungent sauce; Chili paste,"混合均勻打碎(紅辣椒,鹽,糖,麻油,香油,味精等)",NA,0,調味料及香辛料類,樣品基本資料
D0800601,李林蕉(2007年取樣),"香蕉,芎蕉,弓蕉,甘蕉(牛角蕉,佛手蕉,美人蕉,樹蕉)",NA,"生鮮,去皮,混合均勻打碎",43.1,50,水果類,樣品基本資料
D3200402,津經蜜蘋果,"柰,林檎,沙果,海棠,花紅,檳子",Apple,"生鮮,混色,去皮及籽,混合均勻打碎",17.7,188,水果類,樣品基本資料
D2700201,富有甜柿(大雪山),"柿子,柹,香柿",Persimmon,"皮, 去蒂, 混合均勻打碎",21.7,236,水果類,樣品基本資料
P0101801,辣椒粉,NA,Shili powder; Cayenne; paprika,混合均勻打碎,NA,0,調味料及香辛料類,樣品基本資料
P0200201,沙茶粉,NA,NA,"混合均勻打碎(扁魚,蒜頭,辣椒粉,椰子粉,鹽等)",NA,0,調味料及香辛料類,樣品基本資料
I0102101,板腱,板腱牛排;白蘭地牛排;上肩胛脊底肌,Top blade muscle,"生,牛肩胛部位,冷凍產品,混合均勻打碎",NA,85,肉類,樣品基本資料
R5100101,叉燒肉,NA,Basted meat,"豬叉燒肉,真空包裝,混合均勻打碎(豬肉,鹽,糖,醬油,紅麴醬,調味料,食品添加物等)",NA,0,加工調理食品及其他類,樣品基本資料
G0110102,乾木耳(黑耳仔),"黑木耳,桑耳,白背毛木耳,木樟(檽/菌/茸/蛾/樅),樹雞(毛木耳)",Jew's ear: dry; Juda's ear: dry; Agaric: dry,"生,以新鮮木耳熱風乾燥,混合均勻打碎",0,0,菇類,樣品基本資料
G0250101,銀耳罐頭,"白木耳,雪耳",NA,"熟,罐頭製品,瀝除水分,混合均勻打碎",NA,0,菇類,樣品基本資料
G0700101,柳松菇,"柳松茸,茶樹菇,楊樹菇,田頭菇(柱狀田頭菇)",Poplar field-cap; brown swordbelt,"生鮮,混合均勻打碎",0,6,菇類,樣品基本資料
J0403201,鯔(含皮),"青頭仔(幼魚),奇目仔(成魚),信魚,正烏,烏魚,正頭烏,回頭烏,大烏(澎湖)",Sea mullet; River mullet; Springer; Striped mullet; Common grey mullet; Common mullet; Black mullet; Bright mullet; Black true mullet; Bully mullet; Callifaver mullet; Flathead grey mullet; Mullet;,"生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",59.8,0,魚貝類,樣品基本資料
H1700101,樹豆(白),"木豆,白樹豆,柳豆,米豆,放屁豆,番仔豆,蒲姜豆",Pigeon pea,"生,乾貨,袋裝,混合均勻磨碎",0,220,豆類,樣品基本資料
D4600101,菠蘿蜜,"天波羅,樹波羅",Jack Fruit,"生,冷凍袋裝,混合均勻打碎",0,0,水果類,樣品基本資料
D20004,甜瓜平均值(網紋洋香瓜),"甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜,洋香瓜,網仔瓜,哈蜜瓜",Melon; Cantaloupe; Honeydew melon; Maskmelon,"生鮮,網紋洋香瓜種,去皮及籽,切塊混合均勻打碎",40.6,715.5,水果類,樣品平均值
D31001,印度棗平均值(大),"棗子,棗仔",Indian jujube,"生鮮,大印度棗,去蒂及子,數個混合均勻打碎",8.4,71.5,水果類,樣品平均值
D20002,甜瓜平均值(東洋系脆瓜),"甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜",Melon; Cantaloupe; Honeydew melon; Maskmelon,"生鮮,東洋系脆瓜種,去皮及籽,切塊混合均勻打碎",29.8,400.5,水果類,樣品平均值
Q2100401,原味愛玉凍,"愛玉,草子仔,草枳子,天拋藤,玉枳,枳子,天拋,風不動",Awkeotsang; Jelly-fig; Moraceae,"混合均質(澱粉,愛玉天然膠質等)",NA,0,糕餅點心類,樣品基本資料
P1200101,味噌,NA,NA,"混合均勻(米,黃豆,鹽等)",NA,18,調味料及香辛料類,樣品基本資料
P0300101,岩鹽,NA,Salt,混合均勻(喜馬拉雅山岩鹽),NA,18,調味料及香辛料類,樣品基本資料
E0420101,蘿蔔乾,NA,Radish: dried,"生,混合均勻打碎",NA,0,蔬菜類,樣品基本資料
E0200101,胡蘿蔔,"紅蘿蔔,紅菜頭,黃蘿蔔,丁香蘿蔔,人參,金筍",Carrot,"生鮮,去蒂及皮,混合均勻打碎",13.9,189,蔬菜類,樣品基本資料
E0200103,澳洲胡蘿蔔(細長型),"紅蘿蔔,紅菜頭,黃蘿蔔,丁香蘿蔔,人參,金筍",Carrot,"生鮮,去蒂及皮,混合均勻打碎",20.6,47,蔬菜類,樣品基本資料
L0207201,脫脂奶粉(即溶),乳粉,Skimmed milk powder: instant,"脫脂(<1.5%)奶粉,混合均勻",NA,10,乳品類,樣品基本資料
P1400201,奶精粉,"奶精,植物性奶精",Non-dairy creamer; Cream powder,混合均勻(植物性脂肪),NA,0,調味料及香辛料類,樣品基本資料
Q2200101,巧克力冰淇淋,NA,Ice cream: chocolate flavor,"混合均質(牛奶,可可粉等)",NA,0,糕餅點心類,樣品基本資料
E2400201,紫洋蔥,"玉蔥,蔥頭,球蔥,胡蔥,日本蔥頭,大粒蔥頭,洋蔥頭,大蔥頭",Onion,"生鮮,去頭部及外皮,混合均勻打碎",9.3,206,蔬菜類,樣品基本資料
E2100201,青蒜,"蒜仔,葫,胡蒜,洋蒜,韭蔥",Garlic,"生鮮,去蒂及尾葉,混合均勻打碎",26,43,蔬菜類,樣品基本資料
E2100101,大蒜,"蒜頭,大蒜頭,蒜球,蒜瓣,蒜仔頭",Garlic,"生,乾貨,去外膜,混合均勻打碎",16.4,0,蔬菜類,樣品基本資料
I0320601,豬血,NA,Pork: blood,"生,混合均勻打碎",NA,0,肉類,樣品基本資料
I0320801,豬肝,NA,Pork: liver,"生,豬臟器,混合均勻打碎",1,0,肉類,樣品基本資料
R5200201,片狀肉乾(豬肉),豬肉干,Pork: baked,"熟,豬肉乾,混合均勻打碎",NA,0,加工調理食品及其他類,樣品基本資料
D32001,蘋果平均值(青皮),"柰,林檎,沙果,海棠,花紅,檳子",Apple,"生鮮,青皮,去皮及核,數顆混合均勻打碎",18,137.5,水果類,樣品平均值
D32004,蘋果平均值(混色),"柰,林檎,沙果,海棠,花紅,檳子",Apple,"生鮮,混色,去皮及籽,數粒混合均勻打碎",17.8,173,水果類,樣品平均值
I01201,牛肚平均值,"百葉胃,毛肚,牛百葉,牛百頁,牛草肚(牛之第一胃);蜂巢肚,金錢肚(牛之第二胃)",NA,"生,牛臟器,混合均勻打碎",NA,0,肉類,樣品平均值
I04021,里肌肉平均值,NA,NA,"生,雞胸部位,去皮,混合均勻打碎",NA,42,肉類,樣品平均值
L0116101,低脂強化鮮乳(維生素E強化),"牛乳,牛奶",Low-fat fortified fresh milk : vitamin E enriched,"低脂(0.5-1.5%)強化鮮乳,混合均勻",NA,0,乳品類,樣品基本資料
O0901101,杏仁茶沖泡包,綜合堅果穀粉,NA,"沖泡包,混合均勻打碎(杏仁,核桃,穀類粉等)",NA,0,飲料類,樣品基本資料
L0154201,中脂調味保久乳(布丁),"牛乳,牛奶",Reduced fat flavored composite and recombined sterilized milk: pudding flavor,"中脂(≧1.5%)調味保久乳,混合均勻",NA,0,乳品類,樣品基本資料
E3200701,水植小白菜(1月取樣),"白菜,青菜,散葉白菜,無心菜,菘,不結球白菜,土白菜","Pak-choi,","生鮮,小白菜,去蒂頭,混合均勻打碎",NA,0,蔬菜類,樣品基本資料
E3200801,有機小白菜(1月取樣),"白菜,青菜,散葉白菜,無心菜,菘,不結球白菜,土白菜",Pak-choi:organic,"生鮮,小白菜,去蒂頭,混合均勻打碎",NA,0,蔬菜類,樣品基本資料
E3200603,土植小白菜(4月取樣),"白菜,青菜,散葉白菜,無心菜,菘,不結球白菜,土白菜","Pak-choi,","生鮮,小白菜,去蒂頭,混合均勻打碎",NA,0,蔬菜類,樣品基本資料
I0321601,豬腎,腰子,Pork: kidney,"生,豬臟器,混合均勻打碎",21,0,肉類,樣品基本資料
R5100601,條狀火腿(豬肉),NA,Ham,"熟,豬肉火腿,混合均勻打碎(豬肉,鹽,糖,澱粉,黃豆蛋白,食品添加物等)",0,0,加工調理食品及其他類,樣品基本資料
J3500701,軟翅仔,"萊氏擬烏賊,軟翅鎖管,軟翅(薯/絲),泥障鰂,擬烏賊,柔魚",Bigfin reef squid; Loligo; Neritic squid,"生,去皮膜,去內臟,去口器及眼睛,混合均勻打碎",27.4,218,魚貝類,樣品基本資料
J0702101,鯔魚精囊,鯔(烏)魚鰾(膘),Mullet swim bladder,"生,混合均勻打碎",NA,0,魚貝類,樣品基本資料
J3100501,綠殼菜蛤,"孔雀蛤(生鮮),淡菜(乾品),孔雀貽貝,翡翠貽貝",Green Mussel,"生,去單殼,混合均勻打碎",50,0,魚貝類,樣品基本資料
Q1000901,葡萄乾奶酥麵包,NA,NA,"熟食,混合均勻打碎(含葡萄乾,奶酥,杏仁片等)",0,88,糕餅點心類,樣品基本資料
D1500101,土芭樂,"番石榴,芭樂,拔仔,扒仔,朳仔,那拔仔,藍拔",Guava,"生鮮,去蒂及籽,混合均勻打碎",NA,0,水果類,樣品基本資料
Q4200101,玉米餅乾(原味),NA,NA,混合均勻打碎,0,0,糕餅點心類,樣品基本資料
J0412701,福氏鸚哥魚(去皮),"紅鸚哥,青鸚哥仔,青衣,青衫(雄),蠔魚(雌),紅海逮,紅咬齒,番仔魚(臺東)",Rainbow parrotfish; Princess parrotfish; Tricolor parrotfish; Whitespot parrotfish; Big belly parrotfish; Forsten's parrotfish; Forsten parrotfish,"生,去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎",54,0,魚貝類,樣品基本資料
J0409906,真鯛(11月),"嘉鱲魚,正鯛,加臘,加蚋,加魶,真鯛,加幾魚,銅盆魚,棘鬣魚",Red seabream; Red tail; Red porgy; Silver seabream; Red sea bream; Red pargo; Genuine porgy; Japanese seabream; Madai; Japanese porgy,"生,去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎",64,0,魚貝類,樣品基本資料
Q1001201,雙胞胎麵包,NA,NA,"熟食,數顆,混合均勻打碎",0,65,糕餅點心類,樣品基本資料
J0500101,長體油胡瓜魚(柳葉魚)(裹粉未炸),柳葉魚,NA,"生,冷凍包裝,混合均勻打碎",0,27,魚貝類,樣品基本資料
J2100902,白對蝦(小),"南美白蝦,美洲白蝦,南美白對蝦,白蝦",Pacific white shrimp　,"生,去殼,去頭尾,混合均勻打碎",46.3,9,魚貝類,樣品基本資料
J0415305,銀鯧(12月),"白鯧,正鯧,銀鯧,支子",Silver pomfret; White pomfret,"生,去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎",52,0,魚貝類,樣品基本資料
M1000102,人造奶油(2021年取樣),乳瑪琳,"Milkmarrine,Margarine",食用油脂(棕櫚油、無水奶油、大豆油、硬質棕油)、水、食鹽、大豆卵磷脂等,0,0,油脂類,樣品基本資料
P1100102,沙拉醬(2021年取樣),蛋黃醬,Salad dressing,"混合均勻(沙拉油,雞蛋,醋,糖,鹽,香辛料等)",0,0,調味料及香辛料類,樣品基本資料
E23001,青蔥平均值,NA,"Welsh onion, Bunching onion, Green onion","生鮮,去頭,尾部及外葉,數棵混合均勻打碎",21.9,52.3,蔬菜類,樣品平均值
E30001,甘藍平均值,"高麗菜,包菜,洋白菜,玻璃菜,玉菜,捲心菜,球葉甘藍,結球甘藍,蕃芥藍",Cabbage; White cabbage,"生鮮,去粗莖,數棵混合均勻打碎",9,1371.7,蔬菜類,樣品平均值
D1900201,皇宮西瓜,"水瓜,寒瓜,夏瓜",Watermelon,"生鮮,紅肉小瓜,圓球型,淡綠色皮,去皮及籽,混合均勻打碎",42.1,3212,水果類,樣品基本資料
I03214,豬骨湯平均值,高湯,NA,"熟,以不同部位豬骨慢火熬煮,取其平均值",NA,0,肉類,樣品平均值
D0200103,木瓜(8月取樣),"番木瓜,番瓜",Papaya; Pawpaw,"生鮮,去皮及籽,混合均勻打碎",34.3,681,水果類,樣品基本資料
I04062,三節翅平均值,NA,NA,"生,雞翅部位,去骨,含皮,混合均勻打碎",42.4,44,肉類,樣品平均值
J2600101,蟹腳肉,NA,Crab meat,"生,混合均勻打碎",0,2,魚貝類,樣品基本資料
B0500301,檳榔心芋,"芋頭,芋艿,芋乃,芋仔,青芋,土芝",Taro; Dasheen;Cocoyam; Eddoe,"生鮮,去皮,混合均勻打碎",11.6,503,澱粉類,樣品基本資料
J0415001,刺鯧(去皮),"肉魚,肉鯽仔,土肉,肉鯽,瓜仔鯧,刺鯧",Japanese butterfish; Melon seed,"生,去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎",54.4,49,魚貝類,樣品基本資料
G1200301,白蠔菇,NA,White Oyster Mushroom,"生鮮,混合均勻打碎",NA,0,菇類,樣品基本資料
G0200201,白毛木耳,"毛木耳(白化),雪珍耳",NA,"生鮮,混合均勻打碎",NA,0,菇類,樣品基本資料
G0600101,白精靈菇,"美白菇,雪白菇,真姬菇,斑玉蕈,玉蕈,膠玉蘑,蟹味菇,海鮮菇,假松茸,榆菇,靈芝菇",NA,"生鮮,混合均勻打碎",11.5,0,菇類,樣品基本資料
J0400301,日本鰻鱺魚片(蒲燒),"白鰻,日本鰻,正鰻,白鱔,鰻鱺,土鰻(澎湖),淡水鰻(澎湖)",Japanese eel; Freshwater eel; Eel,"熟,混合均勻打碎",NA,236,魚貝類,樣品基本資料
J0416201,翻車魨腹肉,"翻車魚,蜇魴,蜇魚,海蟲(澎湖),曼波(成功)",Ocean sunfish; Sun-fish; Sunfish; Headfish; Giant sunfish; Moonfish; Mola ocean sunfish,"生,混合均勻打碎",NA,0,魚貝類,樣品基本資料
J0413001,金錢魚,"變身苦,遍身苦(澎湖),金鼓",Scat; Spotted scad; Spotted butter fish; Spotted butt; Spotted scat; Spotted butterfish; Argus fish; Butterfish; Common scat; Leopard scat,"生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",55.6,0,魚貝類,樣品基本資料
J0409201,星雞魚,"雞仔魚,石鱸,厚鱸,頭額/金龍/刣額(澎湖)",Silver grunt; Common javelinfish; Javelin grunter; Javelin grunt,"生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",60,0,魚貝類,樣品基本資料
O0901301,綜合堅果穀物沖泡包,NA,NA,"沖泡包,混合均勻打碎(多種堅果及穀物,糖,營養添加劑,食品添加物等)",NA,30,飲料類,樣品基本資料
O0900201,咖啡沖泡包(二合一),NA,Instant coffee powder mix,"沖泡包,混合均勻(奶精,咖啡粉,奶粉,鹽,食品添加物等)",NA,12,飲料類,樣品基本資料
P1100401,和風沙拉醬,NA,NA,"混合均勻(水,糯米酢,糖,鹽,醬油,橄欖油,果汁,食品添加物,維生素E等",NA,14,調味料及香辛料類,樣品基本資料
J0412901,藍點鸚哥魚,"鸚哥,黃衣魚,青衫(雄),紅蠔魚(雌),紅衫,蠔魚(雌)(澎湖)",Parrot fish; Parrotfish; Yellowscale parrotfish; Yellow scale parrot fish; Cream parrotfish; Bluebarred parrotfish; Blue-barred parrotfish; Blue barred parrotfish; Blue trim parrotfish;,"生,去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎",64,0,魚貝類,樣品基本資料
Q4100301,捲心酥,NA,NA,"熟食,混合均勻打碎",0,0,糕餅點心類,樣品基本資料
Q4200401,零食泡麵,NA,NA,"熟食,混合均勻打碎",0,0,糕餅點心類,樣品基本資料
A0355101,麵筋,NA,Gluten; Wheat gluten,"生,油炸過,混合均勻打碎",NA,0,穀物類,樣品基本資料
A0300101,小麥,NA,Wheat,"生,已去殼,混合均勻磨碎",NA,0,穀物類,樣品基本資料
L0500401,乾酪粉,"起司粉,芝士粉(市售亦稱""乳酪粉"")",Cheese powder,"熟,混合均勻(牛乳,乾酪培養物,鹽,酵素等)",NA,8,乳品類,樣品基本資料
L1154101,中脂調味保久羊乳(巧克力),羊奶,Reduced fat flavored composite and recombined sterilized goat milk: chocolate flavor,"中脂(≧1.5%)調味保久羊乳,混合均勻(水,羊奶粉,糖,巧克力香料等)",NA,242,乳品類,樣品基本資料
E6400101,胡瓜,"大黃瓜,刺瓜,黃瓜,生瓜,王瓜,花瓜,黑瓜,大瓜",Cucumber,"生鮮,去皮及籽,混合均勻打碎",23.5,545,蔬菜類,樣品基本資料
E6400201,花胡瓜,"小黃瓜,花瓜,小胡瓜,小瓜,小刺瓜,水胡瓜",Cucumber,"生鮮,去蒂,混合均勻打碎",3.3,72,蔬菜類,樣品基本資料
C0510101,糖炒栗子,NA,Chestnut: parch w/ sugar; Marron glace,"熟,以砂糖炒煮三十分鐘後去殼,混合均勻打碎",19.5,0,堅果及種子類,樣品基本資料
A0352101,衛生油麵,NA,Oil noodle (cooked),"熟,濕麵條,混合均勻打碎(麵粉,食油,鹼粉等)",NA,0,穀物類,樣品基本資料
O0600501,沙士(低糖),NA,Root beer: diet,"罐瓶,混合均勻(碳酸水,高果糖糖漿,阿斯巴甜等)",NA,0,飲料類,樣品基本資料
E0700101,金針菜嫩莖,"碧玉筍,金針筍,金針菜梗,軟化金針菜,金針嫩菜芽,萱草菜嫩芽",Day-lily; Common orange Day-lily,"生鮮,混合均勻打碎",NA,10,蔬菜類,樣品基本資料
E7800101,苜蓿芽,苜蓿嬰,Alfalfa sprout:organic,"生鮮,混合均勻打碎",NA,0,蔬菜類,樣品基本資料
E8200101,葵花芽,NA,Sunflower sprout:organic,"生鮮,混合均勻打碎",NA,0,蔬菜類,樣品基本資料
I0110103,牛梅花肉火鍋片,NA,NA,"生,冷凍產品,混合均勻打碎",NA,25,肉類,樣品基本資料
I0500301,太空鴨(去皮),NA,"Whole duck without neck, wings ＆ feet, skinned","生,全鴨肉,去皮,去頭尾,去翅腳,去骨,混合均勻打碎",51.5,765,肉類,樣品基本資料
I0210401,小羊腰脊肉,去骨腰脊肉,Boneless loin,"生,綿羊,冷凍切片,混合均勻打碎",NA,540,肉類,樣品基本資料
